motion_id,title_motion,text_motion,lis_id,proposal_date,classification,acceptance_number,categories,status,billenforce_id,billmerge__id,billreject_id,created_at,updated_at,organizations_bill,propser ID,proposer,voters_id,voter_party,Table - data_cleansing.parliament,Table - data_cleansing.party_side,Table - data_cleansing.creators_type
3fa0949f-df41-43b4-9af2-a0950892beea,ร่างพระราชบัญญัติกัญชา กัญชง พ.ศ. ....,"ให้มีกฎหมายว่าด้วยกัญชา กัญชง โดยที่ประมวลกฎหมายยาเสพติดไม่ได้กำหนดให้กัญชา กัญชงเป็นยาเสพติด
จึงเปิดโอกาสให้ประชาชนเข้าถึงการปลูก การผลิต การใช้กัญชา กัญชง เช่นเดียวกับพืชโดยทั่วไป ซึ่งกฎหมายฉบับนี้
มีเจตนารมณ์ในการรักษาสิทธิพื้นฐานของประชาชนในการเข้าถึงการปลูก การผลิต การใช้ตามวิถีของชุมชน
ได้อย่างมีเสรีภาพ โดยมิถูกมาตรการใดกีดกันจากหน่วยงานของรัฐ ให้มีการกระจายประโยชน์ทางเศรษฐกิจ
ตลอดจนมาตรการควบคุมคุณภาพผลิตภัณฑ์เพื่อการคุ้มครองผู้บริโภคให้มีการใช้กัญชา กัญชง อย่างเหมาะสม",253,44708,NORMAL_BILL,48/2565,"[""สุขภาพ"",""เศรษฐกิจ""]",REJECT,,,f4043f5e-d983-4d71-ac41-4ef42f92e676,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,8f3d13ad-d242-4195-b6bb-7388dd3af44e,นาย เท่าพิภพ ลิ้มจิตรกร,8f3d13ad-d242-4195-b6bb-7388dd3af44e,ประชาชน,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายค้าน,พรรคการเมือง
36302730-d276-491a-b4a6-14f0e2610985,ร่างพระราชบัญญัติป่าไม้ (ฉบับที่ ..) พ.ศ. ....,แก้ไขนิยามคำว่า ป่า ตามพระราชบัญญัติป่าไม้ พุทธศักราช 2484 ไม่ให้มีผลกระทบต่อการทำงานของราชการส่วนกลาง ส่วนภูมิภาค และส่วนท้องถิ่น และการครอบครองทำกินของประชาชน,258,44820,NORMAL_BILL,48/2565,"[""สิ่งแวดล้อม""]",REJECT,,,22db7bef-6d13-4a66-8c39-d729b6db15b2,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,429ef73f-1b1a-47d3-9e5c-e9e1aab71f59,ดร. สฤษฏ์พงษ์ เกี่ยวข้อง,429ef73f-1b1a-47d3-9e5c-e9e1aab71f59,ภูมิใจไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายรัฐบาล,พรรคการเมือง
c3441d72-d279-48bf-bae4-79a18dd0fd36,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,กำหนดให้ยกเลิกความในมาตรา ๑๑๖ แห่งประมวลกฎหมายอาญา เพื่อกำหนดความชัดเจนเกี่ยวกับลักษณะการกระทำที่เป็นการยุยงประชาชนอันเป็นความผิดต่อความมั่นคงของรัฐภายในราชอาณาจักร (ร่างมาตรา ๓ วรรคหนึ่ง) แก้ไขอัตราโทษของผู้กระทำความผิดจากระวางโทษจำคุกไม่เกินเจ็ดปี เป็นผู้กระทำความผิดต้องระวางโทษจำคุกไม่เกินสามปี (ร่างมาตรา ๓ วรรคสอง) และกำหนดรับรองการกระทำที่เป็นการใช้เสรีภาพตามรัฐธรรมนูญ มิให้เป็นการกระทำความผิด (ร่างมาตรา ๓ วรรคสาม),219,44092,NORMAL_BILL,48/2563,"[""ยุติธรรม""]",REJECT,,,a088793b-df6a-4a33-9f9f-bd72b11a77bf,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,7d23053a-d302-4437-ac60-f204ea008cb4,นาย วรภพ วิริยะโรจน์,7d23053a-d302-4437-ac60-f204ea008cb4,ประชาชน,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายค้าน,พรรคการเมือง
cafbb73a-b345-425b-b76d-4dc15dd6e805,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. ๒๕๕๘ พ.ศ. ....,"แก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ.๒๕๕๘ ซึ่งแก้ไขเพิ่มเติมโดยพระราชกำหนด
การประมง (ฉบับที่ ๒) พ.ศ. ๒๕๖๐ โดยแก้ไขเพิ่มเติมมาตรา ๔ -๖ มาตรา ๘ - ๙ ยกเลิก
มาตรา ๑๐/๑ มาตรา ๑๑ และมาตรา ๑๑/๑ แก้ไขเพิ่มเติมมาตรา ๑๓ -๑๖ มาตรา ๒๖ มาตรา
๓๒ -๓๕ มาตรา ๓๙ มาตรา ๔๒ มาตรา ๔๖ มาตรา ๔๘ - ๕๐ มาตรา ๕๗ เพิ่มมาตรา ๕๗/๑
แก้ไขเพิ่มเติมมาตรา ๖๖ - ๖๗ มาตรา ๖๙ มาตรา ๘๒ มาตรา ๘๓ และ ๘๓/๑ มาตรา ๘๗ - ๘๘ มาตรา ๘๙/๑ มาตรา ๙๒ มาตรา ๙๔ - ๙๗ เพิ่มมาตรา ๙๗/๑ มาตรา ๑๐๑/๑
แก้ไขเพิ่มเติมมาตรา ๑๐๕ เพิ่มมาตรา ๑๐๗/๑ - ๑๐๗/๒ มาตรา ๑๐๙/๒ แก้ไขเพิ่มเติม
หมวด ๑๐ มาตรการทางปกครอง หมวด ๑๑ บทกำหนดโทษ",298,44588,NORMAL_BILL,12/2565,"[""สิ่งแวดล้อม"",""เศรษฐกิจ""]",REJECT,,66f3db27-dd82-4571-a25d-7d5ef5aebe26,05cc2224-6218-45f7-97c6-ff1a9a2b0973,26/9/2025 15:19,24/10/2025 18:49,สภาผู้แทนราษฎร ชุดที่ 25,,  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,
e37610ab-ea74-46dc-84e0-c41b73c7f5e1,ร่างพระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม (ฉบับที่ ..) พ.ศ. ....,แก้ไขเพิ่มเติมพระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม พ.ศ. ๒๕๕๓ เพื่อส่งเสริมกิจการวิทยุภาคประชาชน โดยเพิ่มบทนิยามคำว่า “วิทยุภาคประชาชน” ให้หมายความว่า วิทยุกระจายเสียงที่ใช้คลื่นความถี่ส่งกระจายเสียงด้วยกำลังส่งตั้งแต่ห้าร้อยวัตต์แต่ไม่เกินหนึ่งกิโลวัตต์ และกำหนดห้ามไม่ให้ กสทช. นำคลื่นความถี่วิทยุภาคประชาชน วิทยุบริการชุมชน และวิทยุกระจายเสียงด้วยกำลังส่งไม่เกินหนึ่งกิโลวัตต์ ออกประมูลคลื่นความถี่ รวมทั้งกำหนดให้ผู้ประกอบกิจการกระจายเสียงประเภทบริการชุมชนสามารถมีรายได้จากการบริจาค การอุดหนุน หรือทางอื่น เพื่อให้เพียงพอต่อการบริหารจัดการสถานีโดยไม่เน้นการแสวงหากำไร,311,44726,NORMAL_BILL,47/2565,"[""เทคโนโลยี"",""บริหารราชการ""]",REJECT,,,49a85def-439b-4283-a128-c5609759f8be,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,6da6afb4-a6a7-4337-b20a-84f1324feb0f,นาย คมเดช ไชยศิวามงคล,6da6afb4-a6a7-4337-b20a-84f1324feb0f,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายค้าน,พรรคการเมือง
72c966c4-b1fa-4283-ac72-65ff98f4989b,ร่างพระราชบัญญัติส่งเสริมการใช้ประโยชน์กัญชา กัญชง พ.ศ. ....,ให้มีกฎหมายว่าด้วยการส่งเสริมการใช้ประโยชน์กัญชา กัญชง,185,44617,NORMAL_BILL,41/2565,"[""สุขภาพ"",""เศรษฐกิจ""]",REJECT,,578814bf-849d-44a7-af11-900a10bcd1b2,6af4d6bb-7649-4abf-a290-e331670389a7,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,504ae85a-ca96-47e0-a21c-cd5aa4020102,ดร. พรรณสิริ กุลนาถศิริ,504ae85a-ca96-47e0-a21c-cd5aa4020102,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายรัฐบาล,พรรคการเมือง
7ca0cd07-b5dc-4ff3-beda-614f508254f9,ร่างพระราชบัญญัติล้มละลาย (ฉบับที่ ..) พ.ศ. ....,ร่าง พ.ร.บ. ล้มละลาย เป็นแก้ไขเพิ่มเติม พ.ร.บ.ล้มละลาย พ.ศ.2483 เกี่ยวกับกระบวนการพิจารณาฟื้นฟูกิจการของลูกหนี้ที่เป็นวิสาหกิจขนาดกลางและขนาดย่อม เพื่อให้ความช่วยเหลือลูกหนี้ได้อย่างทั่วถึง รวมทั้งคุ้มครองเจ้าหนี้และบุคคลที่เกี่ยวข้อง โดยลูกหนี้ที่มีลักษณะเป็นกิจการขนาดย่อมสามารถเข้าสู่กระบวนการฟื้นฟูกิจการได้ และมีกระบวนการที่ไม่ซับซ้อน รวมถึงให้อำนาจเจ้าพนักงงานพิทักษ์ทรัพย์เข้ามามีส่วนร่วมในกระบวนการฟื้นฟูกิจการของลูกหนี้ เพื่อให้กระบวนการฟื้นฟูกิจการมีประสิทธิภาพยิ่งขึ้น,220,44705,NORMAL_BILL,47/2565,"[""ยุติธรรม"",""เศรษฐกิจ""]",REJECT,,,beeacddb-0ffb-45e1-b1d0-8c016704ca05,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
2aad9eea-1ed6-4737-a4ec-946b66528c2f,ร่างพระราชบัญญัติการเข้าชื่อเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น พ.ศ. ....,ให้มีกฎหมายว่าด้วยการเข้าชื่อเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น โดยที่มาตรา 254 ของรัฐธรรมนูญกำหนดให้ประชาชนผู้มีสิทธิเลือกตั้งในองค์กรปกครองส่วนท้องถิ่นมีสิทธิเข้าชื่อกันเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่นได้ตามหลักเกณฑ์ วิธีการ และเงื่อนไขที่กฎหมายบัญญัติ ประกอบกับพระราชบัญญัติว่าด้วยการลงคะแนนเสียงเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น พ.ศ. 2542 ยังไม่เป็นไปตามรัฐธรรมนูญ สมควรยกเลิกและให้มีกฎหมายว่าด้วยการการเข้าชื่อเพื่อถอดถอนสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น เพื่อให้สอดคล้องกับบทบัญญัติของรัฐธรรมนูญ จึงจำเป็นต้องตราพระราชบัญญัตินี้,117,44223,NORMAL_BILL,4/2564,"[""บริหารราชการ"",""สิทธิมนุษยชน""]",REJECT,,0493ad71-6b68-4f84-b92f-9cd93fdb0ee1,8240afe4-24b9-40f4-9373-d70a09cd71a6,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,d5fb9ebb-35f4-4d08-ae6a-6d2ff9a461fe,นาย ชินวรณ์ บุณยเกียรติ,d5fb9ebb-35f4-4d08-ae6a-6d2ff9a461fe,ประชาธิปัตย์,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายรัฐบาล,พรรคการเมือง
47013a65-016d-4227-870b-776d2465af8a,ร่างพระราชบัญญัติการประกอบกิจการกระจายเสียง และกิจการโทรทัศน์ (ฉบับที่..) พ.ศ. ....,"แก้ไขเพิ่มเติมพระราชบัญญัติการประกอบกิจการกระจายเสียง และกิจการโทรทัศน์ พ.ศ. ๒๕๕๑
๑. แก้ไขเพิ่มเติมมาตรา ๒๑ โดยมีเนื้อความว่าผู้รับใบอนุญาตการประกอบกิจการบริการชุมชนมีรายได้จากการบริจาค การอุดหนุนสถานี หรือรายได้อื่น เพื่อให้เพียงพอต่อการบริหารจัดการสถานีโดยไม่เน้นการแสวงหากำไร) (ร่างมาตรา ๓)
(๒) แก้ไขเพิ่มเติมโดยเพิ่มวรรคสามของมาตรา ๖๑ กำหนดการลงโทษสำหรับผู้ประกอบกิจการกระจายเสียงที่ส่งกระจายเสียง
ด้วยกำลังส่งไม่เกินหนึ่งกิโลวัตต์ให้ลงโทษปรับได้ไม่เกินวันละหนึ่งพันบาท (ร่างมาตรา ๔ )",314,44818,NORMAL_BILL,46/2565,"[""เทคโนโลยี"",""บริหารราชการ""]",REJECT,,,10dac03e-e695-40a0-afff-717ed16be81f,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,6da6afb4-a6a7-4337-b20a-84f1324feb0f,นาย คมเดช ไชยศิวามงคล,6da6afb4-a6a7-4337-b20a-84f1324feb0f,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายค้าน,พรรคการเมือง
05614c74-3f3a-4686-a719-4d3c7fd05037,พระราชบัญญัติราชวิทยาลัยจุฬาภรณ์ (ฉบับที่ ๓) พ.ศ. ๒๕๖๖,ร่าง พ.ร.บ. ราชวิทยาลัยจุฬาภรณ์ มีสาระสำคัญคือ การแยกสถาบันบัณฑิตศึกษาจุฬาภรณ์ (บัณฑิตวิทยาลัย) ออกจากราชวิทยาลัยจุฬาภรณ์ไปสังกัดมูลนิธิจุฬาภรณ์ ทำให้สถานะเปลี่ยนไปจากสถาบันอุดมศึกษาในกำกับดูแลของภาครัฐไปเป็นสถาบันอุดมศึกษาเอกชน เพื่อให้สามารถปฎิบัติงานร่วมกับสถาบันวิจัยของมูลนิธิจุฬาภรณ์ได้อย่างมีประสิทธิภาพ คล่องตัวและมีความเป็นอิสระทางวิชาการและการบริหารงาน,289,44782,NORMAL_BILL,39/2565,"[""การศึกษา""]",ENFORCE,aa1026ba-92ad-4fe6-b7be-d687a6575911,a05e3a2a-eab7-4b2a-8c30-1f17664d3048,,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
05614c74-3f3a-4686-a719-4d3c7fd05037,พระราชบัญญัติราชวิทยาลัยจุฬาภรณ์ (ฉบับที่ ๓) พ.ศ. ๒๕๖๖,ร่าง พ.ร.บ. ราชวิทยาลัยจุฬาภรณ์ มีสาระสำคัญคือ การแยกสถาบันบัณฑิตศึกษาจุฬาภรณ์ (บัณฑิตวิทยาลัย) ออกจากราชวิทยาลัยจุฬาภรณ์ไปสังกัดมูลนิธิจุฬาภรณ์ ทำให้สถานะเปลี่ยนไปจากสถาบันอุดมศึกษาในกำกับดูแลของภาครัฐไปเป็นสถาบันอุดมศึกษาเอกชน เพื่อให้สามารถปฎิบัติงานร่วมกับสถาบันวิจัยของมูลนิธิจุฬาภรณ์ได้อย่างมีประสิทธิภาพ คล่องตัวและมีความเป็นอิสระทางวิชาการและการบริหารงาน,289,44782,NORMAL_BILL,39/2565,"[""การศึกษา""]",ENFORCE,aa1026ba-92ad-4fe6-b7be-d687a6575911,9c345dc8-04dc-4992-af6c-42f9ab939e86,,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
05614c74-3f3a-4686-a719-4d3c7fd05037,พระราชบัญญัติราชวิทยาลัยจุฬาภรณ์ (ฉบับที่ ๓) พ.ศ. ๒๕๖๖,ร่าง พ.ร.บ. ราชวิทยาลัยจุฬาภรณ์ มีสาระสำคัญคือ การแยกสถาบันบัณฑิตศึกษาจุฬาภรณ์ (บัณฑิตวิทยาลัย) ออกจากราชวิทยาลัยจุฬาภรณ์ไปสังกัดมูลนิธิจุฬาภรณ์ ทำให้สถานะเปลี่ยนไปจากสถาบันอุดมศึกษาในกำกับดูแลของภาครัฐไปเป็นสถาบันอุดมศึกษาเอกชน เพื่อให้สามารถปฎิบัติงานร่วมกับสถาบันวิจัยของมูลนิธิจุฬาภรณ์ได้อย่างมีประสิทธิภาพ คล่องตัวและมีความเป็นอิสระทางวิชาการและการบริหารงาน,289,44782,NORMAL_BILL,39/2565,"[""การศึกษา""]",ENFORCE,aa1026ba-92ad-4fe6-b7be-d687a6575911,b8000079-c552-457a-90da-9253edf040ad,,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
9d2b8d11-4d7c-4adb-8c0f-a8a130f5d1c1,ร่างพระราชบัญญัติการพนัน (ฉบับที่ ..) พ.ศ. ....,"แก้ไขเพิ่มเติมพระราชบัญญัติการพนัน พ.ศ. ๒๔๗๘ เหตุผล โดยที่พระราชบัญญัติการพนัน พุทธศักราช ๒๔๗๘
ได้ใช้บังคับมาเป็นเวลานาน และบทบัญญัติบางประการไม่สอดคล้องกับสภาพการเล่นดารพนันที่ได้มีการพัฒนาวิธีการซับซ้อนมากขึ้น เนื่องจากการสื่อสาร
ได้มีวิวัฒนาการที่ทันสมัยไร้พรมแดน มีการลักลอบจัดให้มีการเล่นพนันจากระบบการสื่อสารระยะไกล เช่น ระบบออนไลน์ อย่างกว้างขวาง
เป็นเหตุให้กระทบถึงความสงบเรียบร้อยของสังคม และส่งผลกระทบถึงพฤติกรรมและการพัฒนาของเยาวชน
จึงสมควรปรับปรุงบทบัญญัติดังกล่าว โดยกำหนดให้การจัดให้มีการเล่นพนันออนไลน์ต้องได้รับใบอนุญาตให้ถูกต้อง และให้มีการเก็บภาษีจากการจัดการพนันออนไลน์ เพื่อนำมาพัฒนาสังคม โดยให้จัดสรรสัดส่วนภาษีเพื่อการบำรุงท้องถิ่น เป็นกองทุนสวัสดิการแห่งรับที่นำไปแก้ปัญหา
หนี้สินและพัฒนาอาชีพของประชาชน รวมทั้งกำหนดมาตรการควบคุมป้องกันเยาวชนในการเข้าถึงการเล่นการพนัน กำหนดความคุ้มครอง
สัตว์หรือสิ่งมีชีวิตในการพนัน และปรับปรุงอตราโทษต่าง ๆ ให้เหมาะสมกับกาลปัจจุบัน จึงจำเป็นต้องตราพระราชบัญญัตินี้",243,44699,NORMAL_BILL,45/2565,"[""ยุติธรรม""]",REJECT,,,7aad31d9-4aa1-4598-ad9f-5f001864e283,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,d3e6aad2-6268-4910-8fc3-1512dd2d6eb8,นาย ชัชวาลล์ คงอุดม,d3e6aad2-6268-4910-8fc3-1512dd2d6eb8,รวมไทยสร้างชาติ,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายรัฐบาล,พรรคการเมือง
1a04e196-8bd2-47d7-b3fb-43301777c6f6,พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง (ฉบับที่ ๑๔) พ.ศ. ๒๕๖๔,"ร่าง พ.ร.บ.จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง ได้มีการแก้ไขมาตรา 41/8 ของร่างเดิม โดยให้อำนาจคณะกรรมการบริหารศาลปกครอง (ก.บ.ศป.) ออกระเบียบเกี่ยวกับ “เงินค่าตอบแทนพิเศษและสิทธิประโยชน์” ให้แก่ข้าราชการศาลปกครอง พนักงานราชการ และลูกจ้างสำนักงานศาลปกครอง ซึ่งต่อมา ก.บ.ศป. ได้ออกระเบียบกำหนดอัตราค่าตอบแทนพิเศษรายเดือนของข้าราชการฝ่ายศาลปกครองไว้ที่ 6,000-20,000 บาท ตามประเภทและระดับของข้าราชการ",78,44068,NORMAL_BILL,37/2563,"[""ยุติธรรม""]",ENFORCE,355a8c2d-68d4-485c-9d31-f0f90c288e64,713f566b-e39d-4f6e-9a0d-61085574c54c,,26/9/2025 15:19,24/10/2025 18:48,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
1a04e196-8bd2-47d7-b3fb-43301777c6f6,พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง (ฉบับที่ ๑๔) พ.ศ. ๒๕๖๔,"ร่าง พ.ร.บ.จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง ได้มีการแก้ไขมาตรา 41/8 ของร่างเดิม โดยให้อำนาจคณะกรรมการบริหารศาลปกครอง (ก.บ.ศป.) ออกระเบียบเกี่ยวกับ “เงินค่าตอบแทนพิเศษและสิทธิประโยชน์” ให้แก่ข้าราชการศาลปกครอง พนักงานราชการ และลูกจ้างสำนักงานศาลปกครอง ซึ่งต่อมา ก.บ.ศป. ได้ออกระเบียบกำหนดอัตราค่าตอบแทนพิเศษรายเดือนของข้าราชการฝ่ายศาลปกครองไว้ที่ 6,000-20,000 บาท ตามประเภทและระดับของข้าราชการ",78,44068,NORMAL_BILL,37/2563,"[""ยุติธรรม""]",ENFORCE,355a8c2d-68d4-485c-9d31-f0f90c288e64,07ff2378-9a74-4ac8-9ab2-db1d60ce9133,,26/9/2025 15:19,24/10/2025 18:48,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
1a04e196-8bd2-47d7-b3fb-43301777c6f6,พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง (ฉบับที่ ๑๔) พ.ศ. ๒๕๖๔,"ร่าง พ.ร.บ.จัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง ได้มีการแก้ไขมาตรา 41/8 ของร่างเดิม โดยให้อำนาจคณะกรรมการบริหารศาลปกครอง (ก.บ.ศป.) ออกระเบียบเกี่ยวกับ “เงินค่าตอบแทนพิเศษและสิทธิประโยชน์” ให้แก่ข้าราชการศาลปกครอง พนักงานราชการ และลูกจ้างสำนักงานศาลปกครอง ซึ่งต่อมา ก.บ.ศป. ได้ออกระเบียบกำหนดอัตราค่าตอบแทนพิเศษรายเดือนของข้าราชการฝ่ายศาลปกครองไว้ที่ 6,000-20,000 บาท ตามประเภทและระดับของข้าราชการ",78,44068,NORMAL_BILL,37/2563,"[""ยุติธรรม""]",ENFORCE,355a8c2d-68d4-485c-9d31-f0f90c288e64,2450b764-c1d4-4af6-96d4-ab9cf260c83b,,26/9/2025 15:19,24/10/2025 18:48,สภาผู้แทนราษฎร ชุดที่ 25,,คณะรัฐมนตรี คณะที่ 62  ,,เพื่อไทย,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),,คณะรัฐมนตรี
2f30b63e-53fd-4e18-a67a-632988fa2ee9,ร่างพระราชบัญญัติคุ้มครองแรงงาน (ฉบับที่ ..) พ.ศ. ....,หลักการ แก้ไขเพิ่มเติมพระราชบัญญัติคุ้มรองแรงงาน พ.ศ. 2541 โดยลดชั่วโมงการทำงานต่อสัปดาห์ลง (แก้ไขเพิ่มเติม มาตรา 23) โดยกำหนดเวลาทำงานของลูกจ้างวันหนึ่งต้องไม่เกิน 8 ชั่วโมง เมื่อรวมเวลาทำงานทั้งสิ้นแล้ว สัปดาห์หนึ่งต้องไม่เกิน 40 ชั่วโมง (จากเดิม 48 ชั่วโมง) เว้นแต่งานที่อาจเป็นอันตรายต่อสุขภาพและความปลอดภัยของลูกจ้างตามที่กำหนดในกฎกระทรวง ต้องมีเวลาทำงานปกติวันหนึ่งไม่เกิน 7 ชั่วโมง และเมื่อรวมเวลาทำงานทั้งสิ้นแล้วสัปดาห์หนึ่งต้องไม่เกิน 35 ชั่วโมง (จากเดิม 42 ชั่วโมง)(ร่างมาตรา 3 แก้ไขเพิ่มเติมมาตรา 23 ของพระราชบัญญัติคุ้มครองแรงงาน พ.ศ. 2541),338,44610,NORMAL_BILL,45/2565,"[""แรงงาน"",""สวัสดิการสังคม""]",PENDING,,,,26/9/2025 15:19,24/10/2025 18:47,สภาผู้แทนราษฎร ชุดที่ 25,cb518486-2316-49e0-b7d7-1065cb979602,นาย สุเทพ อู่อ้น,cb518486-2316-49e0-b7d7-1065cb979602,ก้าวไกล,นายกรัฐมนตรี ครม. คณะที่ 62 (ประยุทธ์ จันทร์โอชา),พรรคฝ่ายค้าน,พรรคการเมือง
